workload,size,input_length,stack,operation,sample,loops,time_us
Euler,16,16,JAX JIT,vjp,8,8192,5.613070922851563
Euler,16,16,JAX JIT,vjp_startup,0,1,32892.949995584786
Euler,64,64,C++ Enzyme,primal,0,16384,2.679869140625
Euler,64,64,C++ Enzyme,primal,1,16384,2.5598046264648437
Euler,64,64,C++ Enzyme,primal,2,16384,2.664723388671875
Euler,64,64,C++ Enzyme,primal,3,16384,2.6368816528320314
Euler,64,64,C++ Enzyme,primal,4,16384,3.633830017089844
Euler,64,64,C++ Enzyme,primal,5,16384,2.6323968505859376
Euler,64,64,C++ Enzyme,primal,6,16384,2.472185241699219
Euler,64,64,C++ Enzyme,primal,7,16384,2.6572618408203126
Euler,64,64,C++ Enzyme,primal,8,16384,3.5835791015625
Euler,64,64,C++ Enzyme,vjp,0,8192,4.571684448242188
Euler,64,64,C++ Enzyme,vjp,1,8192,4.803906860351563
Euler,64,64,C++ Enzyme,vjp,2,8192,4.698465209960937
Euler,64,64,C++ Enzyme,vjp,3,8192,4.73159521484375
Euler,64,64,C++ Enzyme,vjp,4,8192,5.37166748046875
Euler,64,64,C++ Enzyme,vjp,5,8192,6.7555634765625
Euler,64,64,C++ Enzyme,vjp,6,8192,4.630379150390625
Euler,64,64,C++ Enzyme,vjp,7,8192,4.86594140625
Euler,64,64,C++ Enzyme,vjp,8,8192,4.808785522460938
Euler,64,64,Flang Enzyme,primal,0,16384,2.4995206909179686
Euler,64,64,Flang Enzyme,primal,1,16384,2.460295837402344
Euler,64,64,Flang Enzyme,primal,2,16384,2.470886474609375
Euler,64,64,Flang Enzyme,primal,3,16384,2.5803878173828125
Euler,64,64,Flang Enzyme,primal,4,16384,2.9092571411132813
Euler,64,64,Flang Enzyme,primal,5,16384,3.024661376953125
Euler,64,64,Flang Enzyme,primal,6,16384,2.5811901245117186
Euler,64,64,Flang Enzyme,primal,7,16384,2.468034423828125
Euler,64,64,Flang Enzyme,primal,8,16384,2.4568861083984377
Euler,64,64,Flang Enzyme,vjp,0,8192,4.668843994140625
Euler,64,64,Flang Enzyme,vjp,1,8192,4.615186889648437
Euler,64,64,Flang Enzyme,vjp,2,8192,4.903586791992187
Euler,64,64,Flang Enzyme,vjp,3,8192,5.636621215820313
Euler,64,64,Flang Enzyme,vjp,4,8192,4.529742797851562
Euler,64,64,Flang Enzyme,vjp,5,8192,4.79672412109375
Euler,64,64,Flang Enzyme,vjp,6,8192,4.778864501953125
Euler,64,64,Flang Enzyme,vjp,7,8192,4.70153857421875
Euler,64,64,Flang Enzyme,vjp,8,8192,4.865427856445312
Euler,64,64,LFortran Enzyme,primal,0,16384,2.461158020019531
Euler,64,64,LFortran Enzyme,primal,1,16384,2.775175109863281
Euler,64,64,LFortran Enzyme,primal,2,16384,2.6523349609375
Euler,64,64,LFortran Enzyme,primal,3,16384,2.4592972412109373
Euler,64,64,LFortran Enzyme,primal,4,16384,2.5034398803710936
Euler,64,64,LFortran Enzyme,primal,5,16384,2.6793860473632813
Euler,64,64,LFortran Enzyme,primal,6,16384,2.7232742919921873
Euler,64,64,LFortran Enzyme,primal,7,16384,2.517564392089844
Euler,64,64,LFortran Enzyme,primal,8,16384,2.56885302734375
Euler,64,64,LFortran Enzyme,vjp,0,8192,6.55790576171875
Euler,64,64,LFortran Enzyme,vjp,1,8192,4.452985473632813
Euler,64,64,LFortran Enzyme,vjp,2,8192,6.719369750976562
Euler,64,64,LFortran Enzyme,vjp,3,8192,4.445708618164063
Euler,64,64,LFortran Enzyme,vjp,4,8192,4.388663818359375
Euler,64,64,LFortran Enzyme,vjp,5,8192,4.449838745117187
Euler,64,64,LFortran Enzyme,vjp,6,8192,6.177020629882812
Euler,64,64,LFortran Enzyme,vjp,7,8192,4.725109741210938
Euler,64,64,LFortran Enzyme,vjp,8,8192,4.622024658203125
Euler,64,64,JAX JIT,primal,0,8192,4.974096923828125
Euler,64,64,JAX JIT,primal,1,8192,5.0838251953125
Euler,64,64,JAX JIT,primal,2,8192,5.096478515625
Euler,64,64,JAX JIT,primal,3,8192,4.998398193359375
Euler,64,64,JAX JIT,primal,4,8192,6.86766064453125
Euler,64,64,JAX JIT,primal,5,8192,6.356701293945313
Euler,64,64,JAX JIT,primal,6,8192,5.009890869140625
Euler,64,64,JAX JIT,primal,7,8192,5.005498901367187
Euler,64,64,JAX JIT,primal,8,8192,5.009806274414062
Euler,64,64,JAX JIT,primal_startup,0,1,20467.1019455418
Euler,64,64,JAX JIT,vjp,0,8192,4.70241796875
Euler,64,64,JAX JIT,vjp,1,8192,4.941405883789063
Euler,64,64,JAX JIT,vjp,2,8192,6.54936669921875
Euler,64,64,JAX JIT,vjp,3,8192,5.784554931640625
Euler,64,64,JAX JIT,vjp,4,8192,5.750389038085937
Euler,64,64,JAX JIT,vjp,5,8192,4.951852905273437
Euler,64,64,JAX JIT,vjp,6,8192,4.664096313476563
Euler,64,64,JAX JIT,vjp,7,8192,4.724348876953125
Euler,64,64,JAX JIT,vjp,8,8192,4.78548583984375
Euler,64,64,JAX JIT,vjp_startup,0,1,27970.753028057516
Euler,256,256,C++ Enzyme,primal,0,16384,3.0020308837890624
Euler,256,256,C++ Enzyme,primal,1,16384,2.981052001953125
Euler,256,256,C++ Enzyme,primal,2,16384,3.221349792480469
Euler,256,256,C++ Enzyme,primal,3,16384,3.0327001953125
Euler,256,256,C++ Enzyme,primal,4,16384,2.9914634399414064
Euler,256,256,C++ Enzyme,primal,5,16384,3.1097913208007815
Euler,256,256,C++ Enzyme,primal,6,16384,2.995981201171875
Euler,256,256,C++ Enzyme,primal,7,16384,3.047874084472656
Euler,256,256,C++ Enzyme,primal,8,16384,3.028639221191406
Euler,256,256,C++ Enzyme,vjp,0,8192,4.765575317382813
Euler,256,256,C++ Enzyme,vjp,1,8192,5.985752075195313
Euler,256,256,C++ Enzyme,vjp,2,8192,4.6886884765625
Euler,256,256,C++ Enzyme,vjp,3,8192,5.48985400390625
Euler,256,256,C++ Enzyme,vjp,4,8192,5.0630634765625
Euler,256,256,C++ Enzyme,vjp,5,8192,4.894925537109375
Euler,256,256,C++ Enzyme,vjp,6,8192,6.250924682617187
Euler,256,256,C++ Enzyme,vjp,7,8192,7.269028564453125
Euler,256,256,C++ Enzyme,vjp,8,8192,4.948246215820313
Euler,256,256,Flang Enzyme,primal,0,16384,3.1257760009765625
Euler,256,256,Flang Enzyme,primal,1,16384,4.242735107421875
Euler,256,256,Flang Enzyme,primal,2,16384,3.386860656738281
Euler,256,256,Flang Enzyme,primal,3,16384,3.221565673828125
Euler,256,256,Flang Enzyme,primal,4,16384,3.9527232666015624
Euler,256,256,Flang Enzyme,primal,5,16384,3.235161865234375
Euler,256,256,Flang Enzyme,primal,6,16384,3.383960388183594
Euler,256,256,Flang Enzyme,primal,7,16384,3.1764752197265627
Euler,256,256,Flang Enzyme,primal,8,16384,3.139471862792969
Euler,256,256,Flang Enzyme,vjp,0,8192,5.1104146728515625
Euler,256,256,Flang Enzyme,vjp,1,8192,4.874069580078125
Euler,256,256,Flang Enzyme,vjp,2,8192,4.747324340820312
Euler,256,256,Flang Enzyme,vjp,3,8192,4.652284423828125
Euler,256,256,Flang Enzyme,vjp,4,8192,4.717552734375
Euler,256,256,Flang Enzyme,vjp,5,8192,5.372456298828125
Euler,256,256,Flang Enzyme,vjp,6,8192,7.206087768554688
Euler,256,256,Flang Enzyme,vjp,7,8192,5.1278927001953125
Euler,256,256,Flang Enzyme,vjp,8,8192,5.141119506835937
Euler,256,256,LFortran Enzyme,primal,0,16384,2.956246337890625
Euler,256,256,LFortran Enzyme,primal,1,16384,3.8306932983398436
Euler,256,256,LFortran Enzyme,primal,2,16384,3.7000161743164064
Euler,256,256,LFortran Enzyme,primal,3,16384,3.750769775390625
Euler,256,256,LFortran Enzyme,primal,4,16384,3.08288818359375
Euler,256,256,LFortran Enzyme,primal,5,16384,3.533613098144531
Euler,256,256,LFortran Enzyme,primal,6,16384,2.962634094238281
Euler,256,256,LFortran Enzyme,primal,7,16384,4.174984191894532
Euler,256,256,LFortran Enzyme,primal,8,16384,2.9915264282226564
Euler,256,256,LFortran Enzyme,vjp,0,8192,4.93414013671875
Euler,256,256,LFortran Enzyme,vjp,1,8192,4.7613375244140625
Euler,256,256,LFortran Enzyme,vjp,2,8192,5.888710083007813
Euler,256,256,LFortran Enzyme,vjp,3,8192,4.784212768554688
Euler,256,256,LFortran Enzyme,vjp,4,8192,4.765176513671875
Euler,256,256,LFortran Enzyme,vjp,5,8192,4.991266845703125
Euler,256,256,LFortran Enzyme,vjp,6,8192,4.802676513671875
Euler,256,256,LFortran Enzyme,vjp,7,8192,4.812776123046875
Euler,256,256,LFortran Enzyme,vjp,8,8192,5.848973266601562
Euler,256,256,JAX JIT,primal,0,4096,5.910628662109375
Euler,256,256,JAX JIT,primal,1,4096,5.891486083984375
Euler,256,256,JAX JIT,primal,2,4096,5.90665625
Euler,256,256,JAX JIT,primal,3,4096,6.216229248046875
Euler,256,256,JAX JIT,primal,4,4096,7.137141845703125
Euler,256,256,JAX JIT,primal,5,4096,8.67941357421875
Euler,256,256,JAX JIT,primal,6,4096,8.15993115234375
Euler,256,256,JAX JIT,primal,7,4096,5.865986572265625
Euler,256,256,JAX JIT,primal,8,4096,5.87699853515625
Euler,256,256,JAX JIT,primal_startup,0,1,19086.04905474931
Euler,256,256,JAX JIT,vjp,0,4096,6.26762255859375
Euler,256,256,JAX JIT,vjp,1,4096,7.29889697265625
Euler,256,256,JAX JIT,vjp,2,4096,6.60774560546875
Euler,256,256,JAX JIT,vjp,3,4096,6.131342529296875
Euler,256,256,JAX JIT,vjp,4,4096,6.15637255859375
Euler,256,256,JAX JIT,vjp,5,4096,5.895287353515625
Euler,256,256,JAX JIT,vjp,6,4096,8.1706865234375
Euler,256,256,JAX JIT,vjp,7,4096,6.30064599609375
Euler,256,256,JAX JIT,vjp,8,4096,5.846435546875
Euler,256,256,JAX JIT,vjp_startup,0,1,28329.29906435311
Euler,1024,1024,C++ Enzyme,primal,0,8192,4.94706591796875
Euler,1024,1024,C++ Enzyme,primal,1,8192,4.931056762695312
Euler,1024,1024,C++ Enzyme,primal,2,8192,5.114730712890625
Euler,1024,1024,C++ Enzyme,primal,3,8192,5.822695678710938
Euler,1024,1024,C++ Enzyme,primal,4,8192,5.976432739257812
Euler,1024,1024,C++ Enzyme,primal,5,8192,4.935595458984375
Euler,1024,1024,C++ Enzyme,primal,6,8192,5.3296485595703125
Euler,1024,1024,C++ Enzyme,primal,7,8192,6.357306762695313
Euler,1024,1024,C++ Enzyme,primal,8,8192,4.949408081054687
Euler,1024,1024,C++ Enzyme,vjp,0,8192,9.127548217773438
Euler,1024,1024,C++ Enzyme,vjp,1,8192,7.413210205078125
Euler,1024,1024,C++ Enzyme,vjp,2,8192,7.68847265625
Euler,1024,1024,C++ Enzyme,vjp,3,8192,6.389513427734375
Euler,1024,1024,C++ Enzyme,vjp,4,8192,6.25994921875
Euler,1024,1024,C++ Enzyme,vjp,5,8192,5.96021923828125
Euler,1024,1024,C++ Enzyme,vjp,6,8192,6.8549608154296875
Euler,1024,1024,C++ Enzyme,vjp,7,8192,8.045257080078125
Euler,1024,1024,C++ Enzyme,vjp,8,8192,5.867883422851563
Euler,1024,1024,Flang Enzyme,primal,0,8192,5.445889404296875
Euler,1024,1024,Flang Enzyme,primal,1,8192,5.979078002929688
Euler,1024,1024,Flang Enzyme,primal,2,8192,5.065165771484375
Euler,1024,1024,Flang Enzyme,primal,3,8192,5.147628295898437
Euler,1024,1024,Flang Enzyme,primal,4,8192,5.46198779296875
Euler,1024,1024,Flang Enzyme,primal,5,8192,5.255917114257812
Euler,1024,1024,Flang Enzyme,primal,6,8192,5.050346557617187
Euler,1024,1024,Flang Enzyme,primal,7,8192,5.09830810546875
Euler,1024,1024,Flang Enzyme,primal,8,8192,5.199787109375
Euler,1024,1024,Flang Enzyme,vjp,0,8192,7.080276977539063
Euler,1024,1024,Flang Enzyme,vjp,1,8192,5.922581298828125
Euler,1024,1024,Flang Enzyme,vjp,2,8192,5.882541259765625
Euler,1024,1024,Flang Enzyme,vjp,3,8192,6.09454345703125
Euler,1024,1024,Flang Enzyme,vjp,4,8192,6.080054565429688
Euler,1024,1024,Flang Enzyme,vjp,5,8192,6.039966796875
Euler,1024,1024,Flang Enzyme,vjp,6,8192,5.931527465820312
Euler,1024,1024,Flang Enzyme,vjp,7,8192,5.894208618164063
Euler,1024,1024,Flang Enzyme,vjp,8,8192,5.86352587890625
Euler,1024,1024,LFortran Enzyme,primal,0,8192,4.990267578125
Euler,1024,1024,LFortran Enzyme,primal,1,8192,5.185501220703125
Euler,1024,1024,LFortran Enzyme,primal,2,8192,5.0475399169921875
Euler,1024,1024,LFortran Enzyme,primal,3,8192,5.17421533203125
Euler,1024,1024,LFortran Enzyme,primal,4,8192,5.237984130859375
Euler,1024,1024,LFortran Enzyme,primal,5,8192,5.1410400390625
Euler,1024,1024,LFortran Enzyme,primal,6,8192,5.178856567382812
Euler,1024,1024,LFortran Enzyme,primal,7,8192,5.000600708007813
Euler,1024,1024,LFortran Enzyme,primal,8,8192,5.527394287109375
Euler,1024,1024,LFortran Enzyme,vjp,0,8192,6.060033935546875
Euler,1024,1024,LFortran Enzyme,vjp,1,8192,6.757988525390625
Euler,1024,1024,LFortran Enzyme,vjp,2,8192,7.684979736328125
Euler,1024,1024,LFortran Enzyme,vjp,3,8192,6.054928955078125
Euler,1024,1024,LFortran Enzyme,vjp,4,8192,7.928154174804687
Euler,1024,1024,LFortran Enzyme,vjp,5,8192,6.9639871826171875
Euler,1024,1024,LFortran Enzyme,vjp,6,8192,6.131011108398438
Euler,1024,1024,LFortran Enzyme,vjp,7,8192,6.3592060546875
Euler,1024,1024,LFortran Enzyme,vjp,8,8192,8.297023071289063
Euler,1024,1024,JAX JIT,primal,0,4096,9.2220869140625
Euler,1024,1024,JAX JIT,primal,1,4096,9.238560546875
Euler,1024,1024,JAX JIT,primal,2,4096,9.296005126953125
Euler,1024,1024,JAX JIT,primal,3,4096,9.192712646484376
Euler,1024,1024,JAX JIT,primal,4,4096,9.240470947265624
Euler,1024,1024,JAX JIT,primal,5,4096,9.184173583984375
Euler,1024,1024,JAX JIT,primal,6,4096,9.358048583984376
Euler,1024,1024,JAX JIT,primal,7,4096,9.31421337890625
Euler,1024,1024,JAX JIT,primal,8,4096,9.194777099609375
Euler,1024,1024,JAX JIT,primal_startup,0,1,19693.86509153992
Euler,1024,1024,JAX JIT,vjp,0,4096,10.344719970703125
Euler,1024,1024,JAX JIT,vjp,1,4096,8.805459228515625
Euler,1024,1024,JAX JIT,vjp,2,4096,8.8505712890625
Euler,1024,1024,JAX JIT,vjp,3,4096,8.917251953125
Euler,1024,1024,JAX JIT,vjp,4,4096,8.88202685546875
Euler,1024,1024,JAX JIT,vjp,5,4096,11.697919677734374
Euler,1024,1024,JAX JIT,vjp,6,4096,11.922358642578125
Euler,1024,1024,JAX JIT,vjp,7,4096,8.9423310546875
Euler,1024,1024,JAX JIT,vjp,8,4096,9.012610107421875
Euler,1024,1024,JAX JIT,vjp_startup,0,1,28401.445015333593
RK4,16,16,C++ Enzyme,primal,0,8192,3.1133233642578126
RK4,16,16,C++ Enzyme,primal,1,8192,4.3148271484375
RK4,16,16,C++ Enzyme,primal,2,8192,2.9845467529296874
RK4,16,16,C++ Enzyme,primal,3,8192,2.6418037109375
RK4,16,16,C++ Enzyme,primal,4,8192,2.654228271484375
RK4,16,16,C++ Enzyme,primal,5,8192,2.7446817626953126
RK4,16,16,C++ Enzyme,primal,6,8192,2.6872725830078124
RK4,16,16,C++ Enzyme,primal,7,8192,2.5209068603515625
RK4,16,16,C++ Enzyme,primal,8,8192,2.5214986572265623
RK4,16,16,C++ Enzyme,vjp,0,8192,5.454145874023437
RK4,16,16,C++ Enzyme,vjp,1,8192,7.328137939453125
RK4,16,16,C++ Enzyme,vjp,2,8192,6.013156005859375
RK4,16,16,C++ Enzyme,vjp,3,8192,6.620375732421875
RK4,16,16,C++ Enzyme,vjp,4,8192,4.790022094726562
RK4,16,16,C++ Enzyme,vjp,5,8192,7.44715234375
RK4,16,16,C++ Enzyme,vjp,6,8192,6.2667919921875
RK4,16,16,C++ Enzyme,vjp,7,8192,4.4878302001953125
RK4,16,16,C++ Enzyme,vjp,8,8192,4.492666015625
RK4,16,16,Flang Enzyme,primal,0,16384,2.5455064697265626
RK4,16,16,Flang Enzyme,primal,1,16384,2.5356581420898436
RK4,16,16,Flang Enzyme,primal,2,16384,2.590042236328125
RK4,16,16,Flang Enzyme,primal,3,16384,2.5375317993164064
RK4,16,16,Flang Enzyme,primal,4,16384,2.7256383666992186
RK4,16,16,Flang Enzyme,primal,5,16384,2.6123743896484375
RK4,16,16,Flang Enzyme,primal,6,16384,2.8490662231445314
RK4,16,16,Flang Enzyme,primal,7,16384,2.7175677490234373
RK4,16,16,Flang Enzyme,primal,8,16384,2.580587829589844
RK4,16,16,Flang Enzyme,vjp,0,8192,4.729550415039062
RK4,16,16,Flang Enzyme,vjp,1,8192,4.4017255859375
RK4,16,16,Flang Enzyme,vjp,2,8192,6.30738720703125
RK4,16,16,Flang Enzyme,vjp,3,8192,5.50935498046875
RK4,16,16,Flang Enzyme,vjp,4,8192,6.60420751953125
RK4,16,16,Flang Enzyme,vjp,5,8192,4.4074296875
RK4,16,16,Flang Enzyme,vjp,6,8192,4.429897583007812
RK4,16,16,Flang Enzyme,vjp,7,8192,4.610167724609375
RK4,16,16,Flang Enzyme,vjp,8,8192,4.660268188476563
RK4,16,16,LFortran Enzyme,primal,0,8192,2.8545469970703126
RK4,16,16,LFortran Enzyme,primal,1,8192,3.506968017578125
RK4,16,16,LFortran Enzyme,primal,2,8192,2.919858154296875
RK4,16,16,LFortran Enzyme,primal,3,8192,2.67121337890625
RK4,16,16,LFortran Enzyme,primal,4,8192,2.47649462890625
RK4,16,16,LFortran Enzyme,primal,5,8192,2.4800400390625
RK4,16,16,LFortran Enzyme,primal,6,8192,2.48783056640625
RK4,16,16,LFortran Enzyme,primal,7,8192,2.4833897705078125
RK4,16,16,LFortran Enzyme,primal,8,8192,2.49471728515625
RK4,16,16,LFortran Enzyme,vjp,0,8192,4.919117919921875
RK4,16,16,LFortran Enzyme,vjp,1,8192,4.45931689453125
RK4,16,16,LFortran Enzyme,vjp,2,8192,4.5286787109375
RK4,16,16,LFortran Enzyme,vjp,3,8192,5.20959814453125
RK4,16,16,LFortran Enzyme,vjp,4,8192,6.764979370117188
RK4,16,16,LFortran Enzyme,vjp,5,8192,4.440787231445312
RK4,16,16,LFortran Enzyme,vjp,6,8192,4.584441772460938
RK4,16,16,LFortran Enzyme,vjp,7,8192,4.9951962890625
RK4,16,16,LFortran Enzyme,vjp,8,8192,4.8414482421875
RK4,16,16,JAX JIT,primal,0,8192,5.3837825927734375
RK4,16,16,JAX JIT,primal,1,8192,4.899910522460938
RK4,16,16,JAX JIT,primal,2,8192,5.112053466796875
RK4,16,16,JAX JIT,primal,3,8192,6.199636474609375
RK4,16,16,JAX JIT,primal,4,8192,6.559756103515625
RK4,16,16,JAX JIT,primal,5,8192,5.950064697265625
RK4,16,16,JAX JIT,primal,6,8192,5.1063408203125
RK4,16,16,JAX JIT,primal,7,8192,5.08806787109375
RK4,16,16,JAX JIT,primal,8,8192,5.956911010742187
RK4,16,16,JAX JIT,primal_startup,0,1,21381.884929724038
RK4,16,16,JAX JIT,vjp,0,8192,4.529297485351562
RK4,16,16,JAX JIT,vjp,1,8192,4.349038452148437
RK4,16,16,JAX JIT,vjp,2,8192,4.459707153320313
RK4,16,16,JAX JIT,vjp,3,8192,4.420033935546875
RK4,16,16,JAX JIT,vjp,4,8192,4.4957296142578125
RK4,16,16,JAX JIT,vjp,5,8192,4.3827138671875
RK4,16,16,JAX JIT,vjp,6,8192,4.35613671875
RK4,16,16,JAX JIT,vjp,7,8192,4.361360107421875
RK4,16,16,JAX JIT,vjp,8,8192,4.404111572265625
RK4,16,16,JAX JIT,vjp_startup,0,1,43138.23697157204
RK4,64,64,C++ Enzyme,primal,0,8192,3.6198785400390623
RK4,64,64,C++ Enzyme,primal,1,8192,3.7144427490234375
RK4,64,64,C++ Enzyme,primal,2,8192,3.3381475830078124
RK4,64,64,C++ Enzyme,primal,3,8192,3.81510498046875
RK4,64,64,C++ Enzyme,primal,4,8192,5.4812783203125
RK4,64,64,C++ Enzyme,primal,5,8192,3.773462646484375
RK4,64,64,C++ Enzyme,primal,6,8192,3.2871654052734374
RK4,64,64,C++ Enzyme,primal,7,8192,3.2460111083984375
RK4,64,64,C++ Enzyme,primal,8,8192,4.857649536132812
RK4,64,64,C++ Enzyme,vjp,0,8192,4.98688232421875
RK4,64,64,C++ Enzyme,vjp,1,8192,4.974383056640625
RK4,64,64,C++ Enzyme,vjp,2,8192,5.06449560546875
RK4,64,64,C++ Enzyme,vjp,3,8192,5.007001953125
RK4,64,64,C++ Enzyme,vjp,4,8192,5.00803662109375
RK4,64,64,C++ Enzyme,vjp,5,8192,4.974399047851563
RK4,64,64,C++ Enzyme,vjp,6,8192,5.047258544921875
RK4,64,64,C++ Enzyme,vjp,7,8192,4.977413696289062
RK4,64,64,C++ Enzyme,vjp,8,8192,6.426705078125
RK4,64,64,Flang Enzyme,primal,0,8192,4.9204949951171875
RK4,64,64,Flang Enzyme,primal,1,8192,4.384674438476562
RK4,64,64,Flang Enzyme,primal,2,8192,3.1917376708984375
RK4,64,64,Flang Enzyme,primal,3,8192,3.3129549560546874
RK4,64,64,Flang Enzyme,primal,4,8192,3.348239990234375
RK4,64,64,Flang Enzyme,primal,5,8192,3.5917725830078124
RK4,64,64,Flang Enzyme,primal,6,8192,3.4982626953125
RK4,64,64,Flang Enzyme,primal,7,8192,3.15783837890625
RK4,64,64,Flang Enzyme,primal,8,8192,3.2917088623046875
RK4,64,64,Flang Enzyme,vjp,0,8192,4.739780883789063
RK4,64,64,Flang Enzyme,vjp,1,8192,5.261772827148437
RK4,64,64,Flang Enzyme,vjp,2,8192,5.851698120117187
RK4,64,64,Flang Enzyme,vjp,3,8192,4.991536987304688
RK4,64,64,Flang Enzyme,vjp,4,8192,4.948599609375
RK4,64,64,Flang Enzyme,vjp,5,8192,4.9890947265625
RK4,64,64,Flang Enzyme,vjp,6,8192,4.764020874023437
RK4,64,64,Flang Enzyme,vjp,7,8192,5.048340942382812
RK4,64,64,Flang Enzyme,vjp,8,8192,5.322117309570313
RK4,64,64,LFortran Enzyme,primal,0,16384,3.4499293823242185
RK4,64,64,LFortran Enzyme,primal,1,16384,3.3425462646484374
RK4,64,64,LFortran Enzyme,primal,2,16384,3.464763244628906
RK4,64,64,LFortran Enzyme,primal,3,16384,3.8198831787109375
RK4,64,64,LFortran Enzyme,primal,4,16384,3.007935546875
RK4,64,64,LFortran Enzyme,primal,5,16384,3.001215087890625
RK4,64,64,LFortran Enzyme,primal,6,16384,4.500419189453125
RK4,64,64,LFortran Enzyme,primal,7,16384,3.565940246582031
RK4,64,64,LFortran Enzyme,primal,8,16384,3.1878436279296873
RK4,64,64,LFortran Enzyme,vjp,0,4096,5.22132177734375
RK4,64,64,LFortran Enzyme,vjp,1,4096,7.20755517578125
RK4,64,64,LFortran Enzyme,vjp,2,4096,4.892203125
RK4,64,64,LFortran Enzyme,vjp,3,4096,5.113755859375
RK4,64,64,LFortran Enzyme,vjp,4,4096,5.077887451171875
RK4,64,64,LFortran Enzyme,vjp,5,4096,8.23122265625
RK4,64,64,LFortran Enzyme,vjp,6,4096,6.786045654296875
RK4,64,64,LFortran Enzyme,vjp,7,4096,4.79608203125
RK4,64,64,LFortran Enzyme,vjp,8,4096,4.800648681640625
RK4,64,64,JAX JIT,primal,0,8192,5.5226246337890625
RK4,64,64,JAX JIT,primal,1,8192,5.84831396484375
RK4,64,64,JAX JIT,primal,2,8192,5.361207153320312
RK4,64,64,JAX JIT,primal,3,8192,5.210794189453125
RK4,64,64,JAX JIT,primal,4,8192,7.925775268554688
RK4,64,64,JAX JIT,primal,5,8192,5.363672729492188
RK4,64,64,JAX JIT,primal,6,8192,5.682007080078125
RK4,64,64,JAX JIT,primal,7,8192,5.310804443359375
RK4,64,64,JAX JIT,primal,8,8192,7.5741201171875
RK4,64,64,JAX JIT,primal_startup,0,1,21784.074022434652
RK4,64,64,JAX JIT,vjp,0,8192,4.715807495117187
RK4,64,64,JAX JIT,vjp,1,8192,4.795505981445313
RK4,64,64,JAX JIT,vjp,2,8192,5.50817724609375
RK4,64,64,JAX JIT,vjp,3,8192,4.8629609375
RK4,64,64,JAX JIT,vjp,4,8192,4.806602294921875
RK4,64,64,JAX JIT,vjp,5,8192,5.00271044921875
RK4,64,64,JAX JIT,vjp,6,8192,5.6644310302734375
RK4,64,64,JAX JIT,vjp,7,8192,5.17720556640625
RK4,64,64,JAX JIT,vjp,8,8192,4.719361572265625
RK4,64,64,JAX JIT,vjp_startup,0,1,52176.33000575006
RK4,256,256,C++ Enzyme,primal,0,8192,6.21473095703125
RK4,256,256,C++ Enzyme,primal,1,8192,6.184603393554688
RK4,256,256,C++ Enzyme,primal,2,8192,6.324537475585937
RK4,256,256,C++ Enzyme,primal,3,8192,6.981305053710938
RK4,256,256,C++ Enzyme,primal,4,8192,6.881822998046875
RK4,256,256,C++ Enzyme,primal,5,8192,6.200654052734375
RK4,256,256,C++ Enzyme,primal,6,8192,6.99864599609375
RK4,256,256,C++ Enzyme,primal,7,8192,7.214295288085937
RK4,256,256,C++ Enzyme,primal,8,8192,6.6635576171875
RK4,256,256,C++ Enzyme,vjp,0,4096,9.01641845703125
RK4,256,256,C++ Enzyme,vjp,1,4096,9.341200439453125
RK4,256,256,C++ Enzyme,vjp,2,4096,6.530745361328125
RK4,256,256,C++ Enzyme,vjp,3,4096,6.510103271484375
RK4,256,256,C++ Enzyme,vjp,4,4096,6.961522705078125
RK4,256,256,C++ Enzyme,vjp,5,4096,6.851151123046875
RK4,256,256,C++ Enzyme,vjp,6,4096,7.226252685546875
RK4,256,256,C++ Enzyme,vjp,7,4096,6.55693212890625
RK4,256,256,C++ Enzyme,vjp,8,4096,6.5907314453125
RK4,256,256,Flang Enzyme,primal,0,8192,5.817516357421875
RK4,256,256,Flang Enzyme,primal,1,8192,6.046255493164063
RK4,256,256,Flang Enzyme,primal,2,8192,5.866900146484375
RK4,256,256,Flang Enzyme,primal,3,8192,6.245264526367188
RK4,256,256,Flang Enzyme,primal,4,8192,6.015807495117188
RK4,256,256,Flang Enzyme,primal,5,8192,6.346271484375
RK4,256,256,Flang Enzyme,primal,6,8192,6.02583984375
RK4,256,256,Flang Enzyme,primal,7,8192,5.8465859375
RK4,256,256,Flang Enzyme,primal,8,8192,5.905641357421875
RK4,256,256,Flang Enzyme,vjp,0,8192,6.70808740234375
RK4,256,256,Flang Enzyme,vjp,1,8192,6.6884263916015625
RK4,256,256,Flang Enzyme,vjp,2,8192,6.3675703125
RK4,256,256,Flang Enzyme,vjp,3,8192,7.056612915039063
RK4,256,256,Flang Enzyme,vjp,4,8192,5.960796508789063
RK4,256,256,Flang Enzyme,vjp,5,8192,5.982364379882813
RK4,256,256,Flang Enzyme,vjp,6,8192,5.99036279296875
RK4,256,256,Flang Enzyme,vjp,7,8192,6.890324096679688
RK4,256,256,Flang Enzyme,vjp,8,8192,6.5619967041015625
RK4,256,256,LFortran Enzyme,primal,0,8192,5.006803833007813
RK4,256,256,LFortran Enzyme,primal,1,8192,6.289259765625
RK4,256,256,LFortran Enzyme,primal,2,8192,5.081980834960937
RK4,256,256,LFortran Enzyme,primal,3,8192,5.139963745117187
RK4,256,256,LFortran Enzyme,primal,4,8192,5.262183837890625
RK4,256,256,LFortran Enzyme,primal,5,8192,5.188054809570312
