workload,size,input_length,stack,operation,sample,loops,time_us
BA,512,1536,Flang Enzyme,primal,6,8192,5.866272705078125
BA,512,1536,Flang Enzyme,primal,7,8192,6.024532470703125
BA,512,1536,Flang Enzyme,primal,8,8192,5.912073120117188
BA,512,1536,Flang Enzyme,vjp,0,4096,13.357167236328126
BA,512,1536,Flang Enzyme,vjp,1,4096,13.180841552734375
BA,512,1536,Flang Enzyme,vjp,2,4096,13.14997509765625
BA,512,1536,Flang Enzyme,vjp,3,4096,13.742333984375
BA,512,1536,Flang Enzyme,vjp,4,4096,13.251203369140624
BA,512,1536,Flang Enzyme,vjp,5,4096,13.225522705078125
BA,512,1536,Flang Enzyme,vjp,6,4096,13.863942626953126
BA,512,1536,Flang Enzyme,vjp,7,4096,13.20106005859375
BA,512,1536,Flang Enzyme,vjp,8,4096,13.327587646484375
BA,512,1536,LFortran Enzyme,primal,0,8192,4.58050732421875
BA,512,1536,LFortran Enzyme,primal,1,8192,4.79348193359375
BA,512,1536,LFortran Enzyme,primal,2,8192,4.87534765625
BA,512,1536,LFortran Enzyme,primal,3,8192,4.608202392578125
BA,512,1536,LFortran Enzyme,primal,4,8192,4.699373901367188
BA,512,1536,LFortran Enzyme,primal,5,8192,4.8082412109375
BA,512,1536,LFortran Enzyme,primal,6,8192,4.613938232421875
BA,512,1536,LFortran Enzyme,primal,7,8192,4.6344627685546875
BA,512,1536,LFortran Enzyme,primal,8,8192,4.725395874023437
BA,512,1536,LFortran Enzyme,vjp,0,4096,8.603056396484375
BA,512,1536,LFortran Enzyme,vjp,1,4096,9.49400048828125
BA,512,1536,LFortran Enzyme,vjp,2,4096,9.32219482421875
BA,512,1536,LFortran Enzyme,vjp,3,4096,9.611879150390624
BA,512,1536,LFortran Enzyme,vjp,4,4096,9.2444140625
BA,512,1536,LFortran Enzyme,vjp,5,4096,9.532767578125
BA,512,1536,LFortran Enzyme,vjp,6,4096,8.921752685546876
BA,512,1536,LFortran Enzyme,vjp,7,4096,8.57138037109375
BA,512,1536,LFortran Enzyme,vjp,8,4096,8.637019287109375
BA,512,1536,JAX JIT,primal,0,4096,10.901247314453125
BA,512,1536,JAX JIT,primal,1,4096,11.292710205078125
BA,512,1536,JAX JIT,primal,2,4096,10.958290771484375
BA,512,1536,JAX JIT,primal,3,4096,10.87441455078125
BA,512,1536,JAX JIT,primal,4,4096,11.07261767578125
BA,512,1536,JAX JIT,primal,5,4096,11.15400390625
BA,512,1536,JAX JIT,primal,6,4096,11.186880859375
BA,512,1536,JAX JIT,primal,7,4096,10.579329833984374
BA,512,1536,JAX JIT,primal,8,4096,10.478042724609375
BA,512,1536,JAX JIT,primal_startup,0,1,63547.48108424246
BA,512,1536,JAX JIT,vjp,0,2048,23.96268408203125
BA,512,1536,JAX JIT,vjp,1,2048,26.39341259765625
BA,512,1536,JAX JIT,vjp,2,2048,25.61604443359375
BA,512,1536,JAX JIT,vjp,3,2048,18.20752197265625
BA,512,1536,JAX JIT,vjp,4,2048,17.9850712890625
BA,512,1536,JAX JIT,vjp,5,2048,17.90661279296875
BA,512,1536,JAX JIT,vjp,6,2048,18.59165380859375
BA,512,1536,JAX JIT,vjp,7,2048,18.12127490234375
BA,512,1536,JAX JIT,vjp,8,2048,17.9329755859375
BA,512,1536,JAX JIT,vjp_startup,0,1,92860.03210581839
GMM,8,32,C++ Enzyme,primal,0,16384,2.51829638671875
GMM,8,32,C++ Enzyme,primal,1,16384,2.5300628662109377
GMM,8,32,C++ Enzyme,primal,2,16384,2.5184608154296875
GMM,8,32,C++ Enzyme,primal,3,16384,2.5121739501953124
GMM,8,32,C++ Enzyme,primal,4,16384,2.6344955444335936
GMM,8,32,C++ Enzyme,primal,5,16384,2.6416690673828125
GMM,8,32,C++ Enzyme,primal,6,16384,2.6391766357421873
GMM,8,32,C++ Enzyme,primal,7,16384,2.500373779296875
GMM,8,32,C++ Enzyme,primal,8,16384,2.5035695190429688
GMM,8,32,C++ Enzyme,vjp,0,8192,4.642609252929687
GMM,8,32,C++ Enzyme,vjp,1,8192,4.592508666992187
GMM,8,32,C++ Enzyme,vjp,2,8192,4.60346435546875
GMM,8,32,C++ Enzyme,vjp,3,8192,4.678376098632812
GMM,8,32,C++ Enzyme,vjp,4,8192,5.328309448242187
GMM,8,32,C++ Enzyme,vjp,5,8192,4.601418334960938
GMM,8,32,C++ Enzyme,vjp,6,8192,4.806203735351563
GMM,8,32,C++ Enzyme,vjp,7,8192,4.647365478515625
GMM,8,32,C++ Enzyme,vjp,8,8192,5.016971923828125
GMM,8,32,Flang Enzyme,primal,0,16384,2.6177745971679687
GMM,8,32,Flang Enzyme,primal,1,16384,2.512897399902344
GMM,8,32,Flang Enzyme,primal,2,16384,2.484320007324219
GMM,8,32,Flang Enzyme,primal,3,16384,2.5840263061523436
GMM,8,32,Flang Enzyme,primal,4,16384,2.7320444946289064
GMM,8,32,Flang Enzyme,primal,5,16384,2.8781101684570314
GMM,8,32,Flang Enzyme,primal,6,16384,2.561238586425781
GMM,8,32,Flang Enzyme,primal,7,16384,2.4626317749023436
GMM,8,32,Flang Enzyme,primal,8,16384,2.4755203857421875
GMM,8,32,Flang Enzyme,vjp,0,8192,4.490928100585937
GMM,8,32,Flang Enzyme,vjp,1,8192,4.47269189453125
GMM,8,32,Flang Enzyme,vjp,2,8192,4.483537475585938
GMM,8,32,Flang Enzyme,vjp,3,8192,4.495289306640625
GMM,8,32,Flang Enzyme,vjp,4,8192,4.49992333984375
GMM,8,32,Flang Enzyme,vjp,5,8192,4.513991577148437
GMM,8,32,Flang Enzyme,vjp,6,8192,4.609759155273437
GMM,8,32,Flang Enzyme,vjp,7,8192,4.541696411132812
GMM,8,32,Flang Enzyme,vjp,8,8192,4.587736572265625
GMM,8,32,LFortran Enzyme,primal,0,16384,2.7499395751953126
GMM,8,32,LFortran Enzyme,primal,1,16384,2.5248485717773437
GMM,8,32,LFortran Enzyme,primal,2,16384,2.525671081542969
GMM,8,32,LFortran Enzyme,primal,3,16384,2.5905443115234377
GMM,8,32,LFortran Enzyme,primal,4,16384,2.633101318359375
GMM,8,32,LFortran Enzyme,primal,5,16384,2.5302359619140624
GMM,8,32,LFortran Enzyme,primal,6,16384,2.5440271606445313
GMM,8,32,LFortran Enzyme,primal,7,16384,2.5468646240234376
GMM,8,32,LFortran Enzyme,primal,8,16384,2.5535667114257814
GMM,8,32,LFortran Enzyme,vjp,0,8192,4.623417724609375
GMM,8,32,LFortran Enzyme,vjp,1,8192,4.558479736328125
GMM,8,32,LFortran Enzyme,vjp,2,8192,4.553272216796875
GMM,8,32,LFortran Enzyme,vjp,3,8192,4.731186889648438
GMM,8,32,LFortran Enzyme,vjp,4,8192,4.54020068359375
GMM,8,32,LFortran Enzyme,vjp,5,8192,4.564052978515625
GMM,8,32,LFortran Enzyme,vjp,6,8192,4.553096069335938
GMM,8,32,LFortran Enzyme,vjp,7,8192,4.564319580078125
GMM,8,32,LFortran Enzyme,vjp,8,8192,4.5495517578125
GMM,8,32,JAX JIT,primal,0,8192,5.578387573242187
GMM,8,32,JAX JIT,primal,1,8192,5.807951171875
GMM,8,32,JAX JIT,primal,2,8192,5.343779174804688
GMM,8,32,JAX JIT,primal,3,8192,5.337420776367187
GMM,8,32,JAX JIT,primal,4,8192,5.344141357421875
GMM,8,32,JAX JIT,primal,5,8192,5.478837280273438
GMM,8,32,JAX JIT,primal,6,8192,5.530427490234375
GMM,8,32,JAX JIT,primal,7,8192,5.76377734375
GMM,8,32,JAX JIT,primal,8,8192,6.226578247070313
GMM,8,32,JAX JIT,primal_startup,0,1,59276.02993324399
GMM,8,32,JAX JIT,vjp,0,8192,6.971271484375
GMM,8,32,JAX JIT,vjp,1,8192,8.81658984375
GMM,8,32,JAX JIT,vjp,2,8192,6.4949111328125
GMM,8,32,JAX JIT,vjp,3,8192,8.423940795898437
GMM,8,32,JAX JIT,vjp,4,8192,6.680383911132813
GMM,8,32,JAX JIT,vjp,5,8192,6.3744007568359375
GMM,8,32,JAX JIT,vjp,6,8192,6.746160888671875
GMM,8,32,JAX JIT,vjp,7,8192,6.1671558837890625
GMM,8,32,JAX JIT,vjp,8,8192,8.091037963867187
GMM,8,32,JAX JIT,vjp_startup,0,1,60817.085090093315
GMM,32,128,C++ Enzyme,primal,0,16384,3.167376037597656
GMM,32,128,C++ Enzyme,primal,1,16384,3.223192321777344
GMM,32,128,C++ Enzyme,primal,2,16384,3.131025146484375
GMM,32,128,C++ Enzyme,primal,3,16384,3.1414194946289062
GMM,32,128,C++ Enzyme,primal,4,16384,3.3861569213867186
GMM,32,128,C++ Enzyme,primal,5,16384,3.0871259155273436
GMM,32,128,C++ Enzyme,primal,6,16384,3.1096885986328124
GMM,32,128,C++ Enzyme,primal,7,16384,3.095836181640625
GMM,32,128,C++ Enzyme,primal,8,16384,3.129330078125
GMM,32,128,C++ Enzyme,vjp,0,8192,5.666138427734375
GMM,32,128,C++ Enzyme,vjp,1,8192,6.013162109375
GMM,32,128,C++ Enzyme,vjp,2,8192,5.595997680664063
GMM,32,128,C++ Enzyme,vjp,3,8192,5.653663818359375
GMM,32,128,C++ Enzyme,vjp,4,8192,5.702793212890625
GMM,32,128,C++ Enzyme,vjp,5,8192,5.62820556640625
GMM,32,128,C++ Enzyme,vjp,6,8192,5.667143798828125
GMM,32,128,C++ Enzyme,vjp,7,8192,5.662343505859375
GMM,32,128,C++ Enzyme,vjp,8,8192,5.681182739257813
GMM,32,128,Flang Enzyme,primal,0,16384,3.1558339233398436
GMM,32,128,Flang Enzyme,primal,1,16384,3.066129333496094
GMM,32,128,Flang Enzyme,primal,2,16384,2.9975889282226564
GMM,32,128,Flang Enzyme,primal,3,16384,2.977748596191406
GMM,32,128,Flang Enzyme,primal,4,16384,3.0676666259765626
GMM,32,128,Flang Enzyme,primal,5,16384,3.0444202880859375
GMM,32,128,Flang Enzyme,primal,6,16384,3.133866882324219
GMM,32,128,Flang Enzyme,primal,7,16384,2.9761373291015625
GMM,32,128,Flang Enzyme,primal,8,16384,2.971507019042969
GMM,32,128,Flang Enzyme,vjp,0,8192,5.3364278564453125
GMM,32,128,Flang Enzyme,vjp,1,8192,5.352391723632812
GMM,32,128,Flang Enzyme,vjp,2,8192,5.06825634765625
GMM,32,128,Flang Enzyme,vjp,3,8192,5.251176879882813
GMM,32,128,Flang Enzyme,vjp,4,8192,5.084972412109375
GMM,32,128,Flang Enzyme,vjp,5,8192,5.050034790039063
GMM,32,128,Flang Enzyme,vjp,6,8192,5.089288452148438
GMM,32,128,Flang Enzyme,vjp,7,8192,5.089426635742187
GMM,32,128,Flang Enzyme,vjp,8,8192,5.104172485351563
GMM,32,128,LFortran Enzyme,primal,0,16384,3.038461242675781
GMM,32,128,LFortran Enzyme,primal,1,16384,3.1680645751953125
GMM,32,128,LFortran Enzyme,primal,2,16384,3.064916748046875
GMM,32,128,LFortran Enzyme,primal,3,16384,3.173056884765625
GMM,32,128,LFortran Enzyme,primal,4,16384,3.0108052978515625
GMM,32,128,LFortran Enzyme,primal,5,16384,3.0062276000976564
GMM,32,128,LFortran Enzyme,primal,6,16384,3.217628845214844
GMM,32,128,LFortran Enzyme,primal,7,16384,3.3184725341796875
GMM,32,128,LFortran Enzyme,primal,8,16384,3.0790247192382814
GMM,32,128,LFortran Enzyme,vjp,0,8192,5.371419311523438
GMM,32,128,LFortran Enzyme,vjp,1,8192,5.372494262695312
GMM,32,128,LFortran Enzyme,vjp,2,8192,5.356584106445313
GMM,32,128,LFortran Enzyme,vjp,3,8192,5.709485595703125
GMM,32,128,LFortran Enzyme,vjp,4,8192,5.42452587890625
GMM,32,128,LFortran Enzyme,vjp,5,8192,5.8453519287109375
GMM,32,128,LFortran Enzyme,vjp,6,8192,5.6711552734375
GMM,32,128,LFortran Enzyme,vjp,7,8192,5.55835595703125
GMM,32,128,LFortran Enzyme,vjp,8,8192,5.826285278320312
GMM,32,128,JAX JIT,primal,0,8192,6.846763061523437
GMM,32,128,JAX JIT,primal,1,8192,6.9069803466796875
GMM,32,128,JAX JIT,primal,2,8192,11.413901733398438
GMM,32,128,JAX JIT,primal,3,8192,8.445489013671875
GMM,32,128,JAX JIT,primal,4,8192,7.975161743164063
GMM,32,128,JAX JIT,primal,5,8192,7.467073974609375
GMM,32,128,JAX JIT,primal,6,8192,6.621359130859375
GMM,32,128,JAX JIT,primal,7,8192,6.877964599609375
GMM,32,128,JAX JIT,primal,8,8192,6.7912447509765625
GMM,32,128,JAX JIT,primal_startup,0,1,49480.50994426012
GMM,32,128,JAX JIT,vjp,0,4096,9.430702392578125
GMM,32,128,JAX JIT,vjp,1,4096,7.935384521484375
GMM,32,128,JAX JIT,vjp,2,4096,11.4163955078125
GMM,32,128,JAX JIT,vjp,3,4096,7.650856689453125
GMM,32,128,JAX JIT,vjp,4,4096,7.2483232421875
GMM,32,128,JAX JIT,vjp,5,4096,6.967498291015625
GMM,32,128,JAX JIT,vjp,6,4096,7.178822021484375
GMM,32,128,JAX JIT,vjp,7,4096,7.929345458984375
GMM,32,128,JAX JIT,vjp,8,4096,12.291462646484375
GMM,32,128,JAX JIT,vjp_startup,0,1,60696.88894785941
GMM,128,512,C++ Enzyme,primal,0,8192,6.41853662109375
GMM,128,512,C++ Enzyme,primal,1,8192,6.037932861328125
GMM,128,512,C++ Enzyme,primal,2,8192,5.752219848632812
GMM,128,512,C++ Enzyme,primal,3,8192,6.264802124023437
GMM,128,512,C++ Enzyme,primal,4,8192,5.640295043945312
GMM,128,512,C++ Enzyme,primal,5,8192,5.588679321289063
GMM,128,512,C++ Enzyme,primal,6,8192,6.256661743164062
GMM,128,512,C++ Enzyme,primal,7,8192,5.660359741210938
GMM,128,512,C++ Enzyme,primal,8,8192,5.710742797851562
GMM,128,512,C++ Enzyme,vjp,0,4096,10.114894775390624
GMM,128,512,C++ Enzyme,vjp,1,4096,9.803741943359375
GMM,128,512,C++ Enzyme,vjp,2,4096,9.8108623046875
GMM,128,512,C++ Enzyme,vjp,3,4096,9.84999853515625
GMM,128,512,C++ Enzyme,vjp,4,4096,9.807232421875
GMM,128,512,C++ Enzyme,vjp,5,4096,10.347936767578124
GMM,128,512,C++ Enzyme,vjp,6,4096,10.09089697265625
GMM,128,512,C++ Enzyme,vjp,7,4096,10.3696279296875
GMM,128,512,C++ Enzyme,vjp,8,4096,10.069344970703124
GMM,128,512,Flang Enzyme,primal,0,8192,5.115303100585938
GMM,128,512,Flang Enzyme,primal,1,8192,5.02680615234375
GMM,128,512,Flang Enzyme,primal,2,8192,5.079794311523438
GMM,128,512,Flang Enzyme,primal,3,8192,5.071139038085938
GMM,128,512,Flang Enzyme,primal,4,8192,5.034375366210938
GMM,128,512,Flang Enzyme,primal,5,8192,5.108454223632813
GMM,128,512,Flang Enzyme,primal,6,8192,5.2163759765625
GMM,128,512,Flang Enzyme,primal,7,8192,5.272485229492188
GMM,128,512,Flang Enzyme,primal,8,8192,5.10917578125
GMM,128,512,Flang Enzyme,vjp,0,4096,7.901788330078125
GMM,128,512,Flang Enzyme,vjp,1,4096,7.91941455078125
GMM,128,512,Flang Enzyme,vjp,2,4096,7.81059130859375
GMM,128,512,Flang Enzyme,vjp,3,4096,7.88364404296875
GMM,128,512,Flang Enzyme,vjp,4,4096,8.343646484375
GMM,128,512,Flang Enzyme,vjp,5,4096,7.837578369140625
GMM,128,512,Flang Enzyme,vjp,6,4096,7.970619384765625
GMM,128,512,Flang Enzyme,vjp,7,4096,7.8596240234375
GMM,128,512,Flang Enzyme,vjp,8,4096,7.87995068359375
GMM,128,512,LFortran Enzyme,primal,0,8192,5.2684921875
GMM,128,512,LFortran Enzyme,primal,1,8192,5.191388793945313
GMM,128,512,LFortran Enzyme,primal,2,8192,5.35309130859375
GMM,128,512,LFortran Enzyme,primal,3,8192,5.365104858398437
GMM,128,512,LFortran Enzyme,primal,4,8192,5.248845703125
GMM,128,512,LFortran Enzyme,primal,5,8192,5.463194946289063
GMM,128,512,LFortran Enzyme,primal,6,8192,5.22407861328125
GMM,128,512,LFortran Enzyme,primal,7,8192,5.1324093017578125
GMM,128,512,LFortran Enzyme,primal,8,8192,5.031101318359375
GMM,128,512,LFortran Enzyme,vjp,0,4096,8.9710986328125
GMM,128,512,LFortran Enzyme,vjp,1,4096,8.67917626953125
GMM,128,512,LFortran Enzyme,vjp,2,4096,8.8017412109375
GMM,128,512,LFortran Enzyme,vjp,3,4096,8.6868984375
GMM,128,512,LFortran Enzyme,vjp,4,4096,8.805990234375
GMM,128,512,LFortran Enzyme,vjp,5,4096,8.598144775390624
GMM,128,512,LFortran Enzyme,vjp,6,4096,8.63061083984375
GMM,128,512,LFortran Enzyme,vjp,7,4096,8.6057666015625
GMM,128,512,LFortran Enzyme,vjp,8,4096,8.69877392578125
GMM,128,512,JAX JIT,primal,0,4096,10.0660478515625
GMM,128,512,JAX JIT,primal,1,4096,10.240764404296876
GMM,128,512,JAX JIT,primal,2,4096,10.269673828125
GMM,128,512,JAX JIT,primal,3,4096,10.336861083984376
GMM,128,512,JAX JIT,primal,4,4096,10.526219482421874
GMM,128,512,JAX JIT,primal,5,4096,11.29464501953125
GMM,128,512,JAX JIT,primal,6,4096,11.32611279296875
GMM,128,512,JAX JIT,primal,7,4096,11.307418212890624
GMM,128,512,JAX JIT,primal,8,4096,13.896347412109375
GMM,128,512,JAX JIT,primal_startup,0,1,52163.24597131461
GMM,128,512,JAX JIT,vjp,0,4096,12.609928955078125
GMM,128,512,JAX JIT,vjp,1,4096,15.5993076171875
GMM,128,512,JAX JIT,vjp,2,4096,11.465780517578125
GMM,128,512,JAX JIT,vjp,3,4096,11.5073896484375
GMM,128,512,JAX JIT,vjp,4,4096,12.186254638671874
GMM,128,512,JAX JIT,vjp,5,4096,11.248107177734376
GMM,128,512,JAX JIT,vjp,6,4096,12.40591162109375
GMM,128,512,JAX JIT,vjp,7,4096,12.844350341796876
GMM,128,512,JAX JIT,vjp,8,4096,17.4567978515625
GMM,128,512,JAX JIT,vjp_startup,0,1,60237.442958168685
GMM,512,2048,C++ Enzyme,primal,0,2048,15.247421875
GMM,512,2048,C++ Enzyme,primal,1,2048,15.27736572265625
GMM,512,2048,C++ Enzyme,primal,2,2048,15.94033349609375
GMM,512,2048,C++ Enzyme,primal,3,2048,15.21122998046875
GMM,512,2048,C++ Enzyme,primal,4,2048,15.26094775390625
GMM,512,2048,C++ Enzyme,primal,5,2048,15.11367333984375
GMM,512,2048,C++ Enzyme,primal,6,2048,16.2416044921875
GMM,512,2048,C++ Enzyme,primal,7,2048,16.168826171875
GMM,512,2048,C++ Enzyme,primal,8,2048,16.3740029296875
GMM,512,2048,C++ Enzyme,vjp,0,2048,26.421462890625
GMM,512,2048,C++ Enzyme,vjp,1,2048,27.968044921875
GMM,512,2048,C++ Enzyme,vjp,2,2048,26.90809326171875
GMM,512,2048,C++ Enzyme,vjp,3,2048,27.50572314453125
GMM,512,2048,C++ Enzyme,vjp,4,2048,29.13639892578125
GMM,512,2048,C++ Enzyme,vjp,5,2048,27.522796875
GMM,512,2048,C++ Enzyme,vjp,6,2048,26.323265625
GMM,512,2048,C++ Enzyme,vjp,7,2048,27.36041064453125
GMM,512,2048,C++ Enzyme,vjp,8,2048,26.0114765625
GMM,512,2048,Flang Enzyme,primal,0,4096,14.78601953125
GMM,512,2048,Flang Enzyme,primal,1,4096,13.754234130859375
GMM,512,2048,Flang Enzyme,primal,2,4096,13.73573486328125
GMM,512,2048,Flang Enzyme,primal,3,4096,13.76250390625
GMM,512,2048,Flang Enzyme,primal,4,4096,13.634814453125
GMM,512,2048,Flang Enzyme,primal,5,4096,13.27877978515625
GMM,512,2048,Flang Enzyme,primal,6,4096,13.2985166015625
GMM,512,2048,Flang Enzyme,primal,7,4096,13.296990234375
GMM,512,2048,Flang Enzyme,primal,8,4096,13.4572998046875
GMM,512,2048,Flang Enzyme,vjp,0,2048,17.89486181640625
GMM,512,2048,Flang Enzyme,vjp,1,2048,18.68292431640625
GMM,512,2048,Flang Enzyme,vjp,2,2048,19.51749462890625
GMM,512,2048,Flang Enzyme,vjp,3,2048,18.04718994140625
GMM,512,2048,Flang Enzyme,vjp,4,2048,18.10407958984375
GMM,512,2048,Flang Enzyme,vjp,5,2048,17.921435546875
GMM,512,2048,Flang Enzyme,vjp,6,2048,17.8822451171875
GMM,512,2048,Flang Enzyme,vjp,7,2048,17.839048828125
GMM,512,2048,Flang Enzyme,vjp,8,2048,17.8329921875
GMM,512,2048,LFortran Enzyme,primal,0,4096,13.1769765625
GMM,512,2048,LFortran Enzyme,primal,1,4096,13.132016357421875
GMM,512,2048,LFortran Enzyme,primal,2,4096,13.107644287109375
GMM,512,2048,LFortran Enzyme,primal,3,4096,13.8534541015625
GMM,512,2048,LFortran Enzyme,primal,4,4096,13.6827099609375
GMM,512,2048,LFortran Enzyme,primal,5,4096,13.32535693359375
GMM,512,2048,LFortran Enzyme,primal,6,4096,13.298677978515625
GMM,512,2048,LFortran Enzyme,primal,7,4096,13.416289794921875
GMM,512,2048,LFortran Enzyme,primal,8,4096,13.503069580078124
GMM,512,2048,LFortran Enzyme,vjp,0,2048,22.79534228515625
GMM,512,2048,LFortran Enzyme,vjp,1,2048,23.55710498046875
GMM,512,2048,LFortran Enzyme,vjp,2,2048,26.303154296875
GMM,512,2048,LFortran Enzyme,vjp,3,2048,22.031060546875
GMM,512,2048,LFortran Enzyme,vjp,4,2048,21.90495849609375
GMM,512,2048,LFortran Enzyme,vjp,5,2048,21.768916015625
GMM,512,2048,LFortran Enzyme,vjp,6,2048,21.79882568359375
GMM,512,2048,LFortran Enzyme,vjp,7,2048,21.77109765625
GMM,512,2048,LFortran Enzyme,vjp,8,2048,22.02454443359375
GMM,512,2048,JAX JIT,primal,0,1024,34.435609375
GMM,512,2048,JAX JIT,primal,1,1024,33.3684130859375
GMM,512,2048,JAX JIT,primal,2,1024,33.33389453125
GMM,512,2048,JAX JIT,primal,3,1024,35.216818359375
GMM,512,2048,JAX JIT,primal,4,1024,37.8413837890625
GMM,512,2048,JAX JIT,primal,5,1024,36.828615234375
GMM,512,2048,JAX JIT,primal,6,1024,37.0982255859375
GMM,512,2048,JAX JIT,primal,7,1024,42.740068359375
GMM,512,2048,JAX JIT,primal,8,1024,33.3918837890625
GMM,512,2048,JAX JIT,primal_startup,0,1,48486.84696480632
GMM,512,2048,JAX JIT,vjp,0,1024,46.5305322265625
GMM,512,2048,JAX JIT,vjp,1,1024,47.81407421875
GMM,512,2048,JAX JIT,vjp,2,1024,44.1221259765625
GMM,512,2048,JAX JIT,vjp,3,1024,43.7673857421875
GMM,512,2048,JAX JIT,vjp,4,1024,45.3552216796875
GMM,512,2048,JAX JIT,vjp,5,1024,44.78673828125
GMM,512,2048,JAX JIT,vjp,6,1024,45.240591796875
GMM,512,2048,JAX JIT,vjp,7,1024,44.0442744140625
GMM,512,2048,JAX JIT,vjp,8,1024,43.808146484375
GMM,512,2048,JAX JIT,vjp_startup,0,1,61076.654004864395
Euler,16,16,C++ Enzyme,primal,0,16384,2.378819030761719
Euler,16,16,C++ Enzyme,primal,1,16384,2.457148376464844
Euler,16,16,C++ Enzyme,primal,2,16384,2.4974116821289063
Euler,16,16,C++ Enzyme,primal,3,16384,3.13231298828125
Euler,16,16,C++ Enzyme,primal,4,16384,3.4401367797851563
Euler,16,16,C++ Enzyme,primal,5,16384,3.263253173828125
Euler,16,16,C++ Enzyme,primal,6,16384,2.3370166015625
Euler,16,16,C++ Enzyme,primal,7,16384,2.5237069091796873
Euler,16,16,C++ Enzyme,primal,8,16384,2.45566796875
Euler,16,16,C++ Enzyme,vjp,0,8192,5.280851806640625
Euler,16,16,C++ Enzyme,vjp,1,8192,4.5633656005859375
Euler,16,16,C++ Enzyme,vjp,2,8192,4.556701416015625
Euler,16,16,C++ Enzyme,vjp,3,8192,4.509339233398437
Euler,16,16,C++ Enzyme,vjp,4,8192,4.47730859375
Euler,16,16,C++ Enzyme,vjp,5,8192,5.851023071289062
Euler,16,16,C++ Enzyme,vjp,6,8192,5.7944833984375
Euler,16,16,C++ Enzyme,vjp,7,8192,4.687615966796875
Euler,16,16,C++ Enzyme,vjp,8,8192,6.04532470703125
Euler,16,16,Flang Enzyme,primal,0,16384,2.5457718505859375
Euler,16,16,Flang Enzyme,primal,1,16384,3.5134879150390623
Euler,16,16,Flang Enzyme,primal,2,16384,4.179540466308594
Euler,16,16,Flang Enzyme,primal,3,16384,4.295954345703125
Euler,16,16,Flang Enzyme,primal,4,16384,2.9922626953125
Euler,16,16,Flang Enzyme,primal,5,16384,2.4549066162109376
Euler,16,16,Flang Enzyme,primal,6,16384,2.4297474975585938
Euler,16,16,Flang Enzyme,primal,7,16384,3.5378936157226564
Euler,16,16,Flang Enzyme,primal,8,16384,2.9000729370117186
Euler,16,16,Flang Enzyme,vjp,0,4096,7.2327763671875
Euler,16,16,Flang Enzyme,vjp,1,4096,7.671263671875
Euler,16,16,Flang Enzyme,vjp,2,4096,5.6466279296875
Euler,16,16,Flang Enzyme,vjp,3,4096,4.357589599609375
Euler,16,16,Flang Enzyme,vjp,4,4096,4.337402587890625
Euler,16,16,Flang Enzyme,vjp,5,4096,4.276990966796875
Euler,16,16,Flang Enzyme,vjp,6,4096,4.3265009765625
Euler,16,16,Flang Enzyme,vjp,7,4096,4.318084228515625
Euler,16,16,Flang Enzyme,vjp,8,4096,4.412977294921875
Euler,16,16,LFortran Enzyme,primal,0,8192,3.236326171875
Euler,16,16,LFortran Enzyme,primal,1,8192,2.3505321044921876
Euler,16,16,LFortran Enzyme,primal,2,8192,2.436458251953125
Euler,16,16,LFortran Enzyme,primal,3,8192,4.366123901367187
Euler,16,16,LFortran Enzyme,primal,4,8192,4.3701083984375
Euler,16,16,LFortran Enzyme,primal,5,8192,4.390502075195313
Euler,16,16,LFortran Enzyme,primal,6,8192,3.1010345458984374
Euler,16,16,LFortran Enzyme,primal,7,8192,2.409161865234375
Euler,16,16,LFortran Enzyme,primal,8,8192,2.8151356201171875
Euler,16,16,LFortran Enzyme,vjp,0,8192,4.778427978515625
Euler,16,16,LFortran Enzyme,vjp,1,8192,7.667901733398438
Euler,16,16,LFortran Enzyme,vjp,2,8192,4.8349676513671875
Euler,16,16,LFortran Enzyme,vjp,3,8192,4.535680297851562
Euler,16,16,LFortran Enzyme,vjp,4,8192,4.68014208984375
Euler,16,16,LFortran Enzyme,vjp,5,8192,7.543589111328125
Euler,16,16,LFortran Enzyme,vjp,6,8192,6.3026798095703125
Euler,16,16,LFortran Enzyme,vjp,7,8192,4.313193237304687
Euler,16,16,LFortran Enzyme,vjp,8,8192,4.310251953125
Euler,16,16,JAX JIT,primal,0,8192,7.310215942382812
Euler,16,16,JAX JIT,primal,1,8192,4.833950073242187
Euler,16,16,JAX JIT,primal,2,8192,4.795651489257812
Euler,16,16,JAX JIT,primal,3,8192,4.973442626953125
Euler,16,16,JAX JIT,primal,4,8192,6.086315185546875
Euler,16,16,JAX JIT,primal,5,8192,8.873262939453125
Euler,16,16,JAX JIT,primal,6,8192,5.686269165039063
Euler,16,16,JAX JIT,primal,7,8192,6.02121435546875
Euler,16,16,JAX JIT,primal,8,8192,5.537619995117187
Euler,16,16,JAX JIT,primal_startup,0,1,19798.07100724429
Euler,16,16,JAX JIT,vjp,0,8192,4.652710083007812
Euler,16,16,JAX JIT,vjp,1,8192,4.5585347900390625
Euler,16,16,JAX JIT,vjp,2,8192,4.447236083984375
Euler,16,16,JAX JIT,vjp,3,8192,4.515983764648437
Euler,16,16,JAX JIT,vjp,4,8192,4.583514770507812
Euler,16,16,JAX JIT,vjp,5,8192,4.459869750976562
Euler,16,16,JAX JIT,vjp,6,8192,4.514815795898437
Euler,16,16,JAX JIT,vjp,7,8192,8.053736206054687
